ontology ID	label	alternative label (LinkML:slot_name)	Notes	CURRENT CURATOR (TEMP)	REVIEW STATUS	Reported	LinkML:class_name	CATEGORY (TEMP)	term tracker item	entity type	created	parent class ID	parent class label	equivalence axiom	definition	definition source	user interface definition	comment	example of usage	contributor	curation status	editor note	see also	skos:exactMatch	skos:broadMatch	skos:narrowMatch	skos:relatedMatch
GENEPIO:0001268	host information field category	PCDS:host_information_slot_group		Rhiannon		TRUE	AMBR | GRDI | Influenza | Measles | Mpox | MpoxInternational | NMLPathogenAgnostic | PathogenAgnostic | PHA4GE	ICE > data entity > data collection			2021-04-24T00:42:14Z	GENEPIO:0001121	data field category		A data field category which refers to host information fields.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			host information slot category	PCDS:host information		
GENEPIO:0001434	host reinfection information field category	PCDS:host_reinfection_information_slot_group		Rhiannon		TRUE	Measles | Mpox | MpoxInternational | PHA4GE	ICE > data entity > data collection			2021-04-24T00:42:14Z	GENEPIO:0001121	data field category		A data field category which refers to host reinfection information fields.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			host reinfection information slot category	PCDS:host reinfection information		
GENEPIO:0001403	host vaccination information field category	PCDS:host_vaccination_information_slot_group		Rhiannon		TRUE	Influenza | Measles | Mpox | MpoxInternational | PHA4GE	ICE > data entity > data collection			2021-04-24T00:42:14Z	GENEPIO:0001121	data field category		A data field category which refers to host vaccination information fields.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			host vaccination information slot category	PCDS:host vaccination information		
GENEPIO:0001506	pathogen diagnostic testing field category	PCDS:pathogen_diagnostic_testing_slot_group	Review definition, is about, update contributors and curation status manually. 2025-09-04: Change into a data collection Is labelled as data collection but described as a field.	Rhiannon		UPDATE	Influenza | Measles | Mpox | MpoxInternational | PHA4GE	ICE > data entity > data collection			2022-11-23T00:33:27.896Z	GENEPIO:0001121	data field category							https://orcid.org/0000-0002-9578-0788	metadata incomplete			data slot category			
GENEPIO:0100778	populated area type field category	PCDS:populated_area_type_slot_group	This was under broadmatch but I think it was meant to be somewhere else: PCDS:risk assessment information Notes extracted from retired sheet: wastewater spec	Rhiannon, Charlie		TRUE	HPAI | HPAIEnviro | HPAIWW | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	ICE > data entity > data collection			2022-06-25T03:32:51.876Z	GENEPIO:0001121	data field category		An environmental data field which describes the type of area that is populated by humans and indicates how populated an area is.		PCDS: A type of area that is populated by humans to different degrees.	PCDS: Provide the populated area type from the pick list.	PCDS: Urban area	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	metadata incomplete			populated area type slot	populated area type		
GENEPIO:0100477	public repository information field category	PCDS:public_repository_information_slot_group		Rhiannon		TRUE	GRDI	ICE > data entity > data collection			2021-04-24T00:42:14Z	GENEPIO:0001121	data field category		A data field category which refers to public repository information fields.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			contributor acknowledgement slot category	PCDS:contributor acknowledgement		
GENEPIO:0001457	bioinformatics and QC metrics field category	PCDS:raw_sequence_data_processing_method_slot_group		Rhiannon		TRUE	AMBR | Influenza | Measles | Mpox | MpoxInternational | NMLPathogenAgnostic | PathogenAgnostic | PHA4GE	ICE > data entity > data collection			2021-04-24T00:42:14Z	GENEPIO:0001121	data field category		A data field category which refers to bioinformatics and quality control (QC) metrics fields.		PCDS: The method used for raw data processing such as removing barcodes, adapter trimming, filtering etc.	PCDS: Provide the name and version numbers of the software used to process the raw data.	PCDS: measeq 1.2.3	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			bioinformatics and QC metrics slot category|bioinformatics and Quality Control metrics field category|bioinformatics and Quality Control metrics slot category	PCDS:bioinformatics and QC metrics		
GENEPIO:0001209	related specimen relationship type field category	PCDS:related_specimen_relationship_type_slot_group		Rhiannon		FALSE	CanCOGeNCovid19 | Influenza | Measles | Mpox | NMLPathogenAgnostic	ICE > data entity > data collection			2021-04-24T00:42:14Z	GENEPIO:0001121	data field category		A data field which describes the relationship of the current specimen to the specimen/sample previously submitted to the repository.		PCDS: The relationship of the current specimen to the specimen/sample previously submitted to the repository.	PCDS: Provide the tag that describes how the previous sample is related to the current sample being submitted from the pick list provided, so that the samples can be linked and tracked in the system.	PCDS: Reinfection testing	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			Related specimen relationship type slot	Related specimen relationship type		
GENEPIO:0100478	risk assessment information field category	PCDS:risk_assessment_information_slot_group		Rhiannon		FALSE	GRDI	ICE > data entity > data collection			2026-03-29T05:10:44.064Z	GENEPIO:0001121	data field category		A data field category which refers to risk assessment information fields.						metadata incomplete						
GENEPIO:0001150	sample collection and processing field category	PCDS:sample_collection_and_processing_slot_group	Notes extracted from retired sheet: mentions GENEPIO:0100427 alternative sample ID field	Rhiannon		TRUE	AMBR | Influenza | Measles | Mpox | MpoxInternational | NMLPathogenAgnostic | PathogenAgnostic	ICE > data entity > data collection			2021-04-24T00:42:14Z	GENEPIO:0001121	data field category		A data field category which refers to sample collection and processing information fields.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			sample collection and processing slot category	PCDS:sample collection and processing		
GENEPIO:0001441	sequence information field category	PCDS:sequence information data collection_slot_group		Rhiannon		TRUE	GRDI	ICE > data entity > data collection			2021-04-24T00:42:14Z	GENEPIO:0001121	data field category		A data field category which refers to sequencing information fields.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			sequencing slot category|sequencing information slot category	PCDS:sequencing|PCDS:sequencing information		sequence information|sequencing|sequencing_information
GENEPIO:0100453	strain and isolation information field category	PCDS:strain_and_isolation_information_slot_group	Notes extracted from retired sheet: "food production name" is about some "food production" and is about some ("organism" and has role some "host role")	Rhiannon		TRUE	AMBR:GRDI	ICE > data entity > data collection			2021-04-24T00:42:14Z	GENEPIO:0001121	data field category		A data field category which refers to strain and isolation information fields.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			host (food production name) slot	PCDS:pathogen diagnostic testing|host (food production name)		
GENEPIO:0101082	Taxonomic identification information field category	PCDS:taxonomic_identification_information_slot_group		Rhiannon		FALSE	Measles | MpoxInternational	ICE > data entity > data collection		class	2026-03-29T05:10:44.064Z	GENEPIO:0001121	data field category								metadata incomplete						
GENEPIO:0100413	travel point of entry type field category	PCDS:travel_point_of_entry_type_slot_group		Rhiannon		TRUE	CanCOGeNCovid19	ICE > data entity > data collection		class	2022-06-25T03:32:51.876Z	GENEPIO:0001121	data field category		A data field which describes the type of entry point a traveler arrives through.		PCDS: The type of entry point a traveler arrives through.	PCDS: Select the point of entry type.	PCDS: Air	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			travel point of entry type slot	PCDS:antimicrobial resistance|travel point of entry type		
GENEPIO:0001121	data field category		Review definition, is about, update contributors and curation status manually. 2025-09-04: Change into a data collection	Rhiannon		TRUE		ICE > data entity > data collection		class	2022-11-23T00:33:27.896Z	GENEPIO:0100586	data field		A data field which receives a range of one or more data fields.					https://orcid.org/0000-0002-9578-0788	to be replace with external ontology term	(2026-04-20): 		data slot category			
GENEPIO:0001498	lineage and variant information field category			Rhiannon		TRUE		ICE > data entity > data collection		class	2021-04-24T00:42:14Z	GENEPIO:0001121	data field category		A data field category which refers to lineage and variant information fields.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	requires discussion	(2026-02-28) Under review for deprecation.		lineage and variant information slot category	PCDS:lineage and variant information		
GENEPIO:0100479	antimicrobial resistance field category			Rhiannon		TRUE		ICE > data entity > data collection		class	2022-06-25T03:32:51.876Z	GENEPIO:0001121	data field category		A data field category which refers to antimicrobial resistance fields.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	requires discussion	(2026-02-28) Under review for deprecation.		antimicrobial resistance slot category	PCDS:antimicrobial resistance		
GENEPIO:0100940	environmental conditions and measurements field category		WW PR	Rhiannon	Curation in Progress	FALSE		ICE > data entity > data collection		class	2024-03-21T01:45:57.696Z	GENEPIO:0001121	data field category		A data field category which refers to fields which describe environmental conditions and measurements.					https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion	(2026-02-28) Under review for deprecation.			PCDS:Environmental conditions and measurements		
GENEPIO:0102280	NML data field			Rhiannon	Curation in Progress			ICE > data entity > data field	https://github.com/GenEpiO/genepio/issues/111	class	2026-03-19T18:01:00.671Z	GENEPIO:0100586	data field								metadata incomplete	These metadata entities are defined specifically to describe Public Health Agency of Canada’s (PHAC) National Microbiology Laboratory (NML) data fields. They are organizational constructs intended to support a particular template and underlying database and should not be reused to model metadata outside the intended context. Where possible, more general, template‑independent terms should be used instead.	https://www.canada.ca/en/public-health/programs/national-microbiology-laboratory.html				
